# epsilon_R, wavelength
1.018736880095886477e+00,4.320000000000000000e+02
1.018194940300976681e+00,4.870000000000000000e+02
1.017849443443635149e+00,5.215000000000000000e+02
1.017504816194602091e+00,5.560000000000000000e+02
1.017430344168307021e+00,5.635000000000000000e+02
1.017184851657616074e+00,5.884000000000000909e+02
1.016935968263758649e+00,6.140000000000000000e+02
1.016697094047759986e+00,6.390000000000000000e+02
1.016457363413355797e+00,6.646000000000000227e+02
1.016229363058720692e+00,6.895000000000000000e+02
1.016001493403204448e+00,7.150000000000000000e+02
1.015783846471940866e+00,7.400000000000000000e+02
1.015572044339397850e+00,7.650000000000000000e+02
1.015362109938592994e+00,7.905000000000000000e+02
1.015158365838143784e+00,8.160000000000000000e+02
1.014962316439566026e+00,8.413000000000000682e+02
1.014776719046216247e+00,8.660000000000000000e+02
1.014590321036213938e+00,8.915999999999999091e+02
1.014411264724608852e+00,9.170000000000000000e+02
1.014237939586597248e+00,9.423999999999999773e+02
1.014073449962344942e+00,9.673000000000000682e+02
1.013911037806526805e+00,9.927000000000000455e+02
1.013754507810902261e+00,1.018000000000000000e+03
1.013505766203659730e+00,1.060000000000000000e+03
1.013292116595124304e+00,1.098000000000000000e+03
1.013078287446432357e+00,1.138000000000000000e+03
1.012870231468510740e+00,1.179000000000000000e+03
1.012663396994687437e+00,1.222000000000000000e+03
1.012463046755210039e+00,1.266000000000000000e+03
1.012264999427631373e+00,1.312000000000000000e+03
1.012077824286577332e+00,1.358000000000000000e+03
1.011885830367705852e+00,1.408000000000000000e+03
1.011701391739935341e+00,1.459000000000000000e+03
1.011520984389013833e+00,1.512000000000000000e+03
1.011348064811084635e+00,1.566000000000000000e+03
1.011176515473360737e+00,1.623000000000000000e+03
1.011009853721406060e+00,1.682000000000000000e+03
1.010848233836062260e+00,1.743000000000000000e+03
