# D_lambda, wavelength
4.678346709406700029e+03,4.320000000000000000e+02
5.008555990665186982e+03,4.870000000000000000e+02
5.264251381607909934e+03,5.215000000000000000e+02
5.489234470933967714e+03,5.560000000000000000e+02
5.536360138627238484e+03,5.635000000000000000e+02
5.666932028892235394e+03,5.884000000000000909e+02
5.807739586384585891e+03,6.140000000000000000e+02
5.928470284165543490e+03,6.390000000000000000e+02
6.067303174471349848e+03,6.646000000000000227e+02
6.126543769428561063e+03,6.895000000000000000e+02
6.222599035617282425e+03,7.150000000000000000e+02
6.314335050936481821e+03,7.400000000000000000e+02
6.390050981229577701e+03,7.650000000000000000e+02
6.460100075496799946e+03,7.905000000000000000e+02
6.521350396836766777e+03,8.160000000000000000e+02
6.598219470283827832e+03,8.413000000000000682e+02
6.670382179402523434e+03,8.660000000000000000e+02
6.722937534428652725e+03,8.915999999999999091e+02
6.752808252407427062e+03,9.170000000000000000e+02
6.788272470719225566e+03,9.423999999999999773e+02
6.838707673334498395e+03,9.673000000000000682e+02
6.849111871642832739e+03,9.927000000000000455e+02
6.901305028235271493e+03,1.018000000000000000e+03
6.956196954297389311e+03,1.060000000000000000e+03
7.015904155255992009e+03,1.098000000000000000e+03
7.042261985260367510e+03,1.138000000000000000e+03
7.084837645568220069e+03,1.179000000000000000e+03
7.117542686140065598e+03,1.222000000000000000e+03
7.173450858920738028e+03,1.266000000000000000e+03
7.198367314518727653e+03,1.312000000000000000e+03
7.248057032218202949e+03,1.358000000000000000e+03
7.291372147101516020e+03,1.408000000000000000e+03
7.345261921031354177e+03,1.459000000000000000e+03
7.405531667533882683e+03,1.512000000000000000e+03
7.463775528846805173e+03,1.566000000000000000e+03
7.519328867716334571e+03,1.623000000000000000e+03
7.525955678898243605e+03,1.682000000000000000e+03
7.584512108516738408e+03,1.743000000000000000e+03
