# D_lambda, wavelength
6.254316567984697031e+03,4.320000000000000000e+02
6.558445912873911766e+03,4.870000000000000000e+02
6.687364263607276371e+03,5.215000000000000000e+02
6.801975482169209499e+03,5.560000000000000000e+02
6.823482887386211587e+03,5.635000000000000000e+02
6.890043311750248904e+03,5.884000000000000909e+02
6.945424355080609530e+03,6.140000000000000000e+02
6.994460838007809798e+03,6.390000000000000000e+02
7.038829559722792510e+03,6.646000000000000227e+02
7.074398027114847537e+03,6.895000000000000000e+02
7.107251968701544683e+03,7.150000000000000000e+02
7.136327206083037709e+03,7.400000000000000000e+02
7.162749951438063363e+03,7.650000000000000000e+02
7.187568966430246292e+03,7.905000000000000000e+02
7.210049243258853494e+03,8.160000000000000000e+02
7.227543806743286041e+03,8.413000000000000682e+02
7.243926535255851377e+03,8.660000000000000000e+02
7.260821448092369792e+03,8.915999999999999091e+02
7.277234871219784509e+03,9.170000000000000000e+02
7.290895558371590596e+03,9.423999999999999773e+02
7.303585850929272965e+03,9.673000000000000682e+02
7.319098807852864411e+03,9.927000000000000455e+02
7.330127933029451015e+03,1.018000000000000000e+03
7.345178398581398142e+03,1.060000000000000000e+03
7.359699785600359974e+03,1.098000000000000000e+03
7.373522079242134168e+03,1.138000000000000000e+03
7.386958658391895369e+03,1.179000000000000000e+03
7.400328558592405898e+03,1.222000000000000000e+03
7.412208149208287978e+03,1.266000000000000000e+03
7.422744402664216068e+03,1.312000000000000000e+03
7.430508131370916090e+03,1.358000000000000000e+03
7.436573704286408429e+03,1.408000000000000000e+03
7.444520475104465731e+03,1.459000000000000000e+03
7.441972143790498194e+03,1.512000000000000000e+03
7.444785006867516131e+03,1.566000000000000000e+03
7.446756307636137535e+03,1.623000000000000000e+03
7.456416210967820007e+03,1.682000000000000000e+03
7.454716772236524776e+03,1.743000000000000000e+03
