# epsilon_R, wavelength
1.086881637305697090e+00,4.320000000000000000e+02
1.086789439162479276e+00,4.870000000000000000e+02
1.086703258035100372e+00,5.215000000000000000e+02
1.086592268423541841e+00,5.560000000000000000e+02
1.086564688021547598e+00,5.635000000000000000e+02
1.086464026687996354e+00,5.884000000000000909e+02
1.086345765781136841e+00,6.140000000000000000e+02
1.086215739812240288e+00,6.390000000000000000e+02
1.086067810932954680e+00,6.646000000000000227e+02
1.085909838637737712e+00,6.895000000000000000e+02
1.085734071952499935e+00,7.150000000000000000e+02
1.085548527650057382e+00,7.400000000000000000e+02
1.085350494644087949e+00,7.650000000000000000e+02
1.085136331862849302e+00,7.905000000000000000e+02
1.084910643253639062e+00,8.160000000000000000e+02
1.084676129535308009e+00,8.413000000000000682e+02
1.084437773647925596e+00,8.660000000000000000e+02
1.084181748155502278e+00,8.915999999999999091e+02
1.083919508408186738e+00,9.170000000000000000e+02
1.083649903092731570e+00,9.423999999999999773e+02
1.083379222400147501e+00,9.673000000000000682e+02
1.083097353213186675e+00,9.927000000000000455e+02
1.082811547975102817e+00,1.018000000000000000e+03
1.082327839247349655e+00,1.060000000000000000e+03
1.081882382387000963e+00,1.098000000000000000e+03
1.081407747433050348e+00,1.138000000000000000e+03
1.080917317472009254e+00,1.179000000000000000e+03
1.080400883107422993e+00,1.222000000000000000e+03
1.079872338477554372e+00,1.266000000000000000e+03
1.079321707369258032e+00,1.312000000000000000e+03
1.078774881609050995e+00,1.358000000000000000e+03
1.078186631728990097e+00,1.408000000000000000e+03
1.077594842616115933e+00,1.459000000000000000e+03
1.076990135425489603e+00,1.512000000000000000e+03
1.076386051866586424e+00,1.566000000000000000e+03
1.075762650964854572e+00,1.623000000000000000e+03
1.075133636360263489e+00,1.682000000000000000e+03
1.074501314572917421e+00,1.743000000000000000e+03
