# D_lambda, wavelength
7.338024437397394649e+03,4.320000000000000000e+02
7.487325211436801510e+03,4.870000000000000000e+02
7.599864909611286748e+03,5.215000000000000000e+02
7.716289400420683705e+03,5.560000000000000000e+02
7.739882001890796346e+03,5.635000000000000000e+02
7.804304932103267674e+03,5.884000000000000909e+02
7.869708704526190559e+03,6.140000000000000000e+02
7.927560411721601668e+03,6.390000000000000000e+02
8.001099295434688429e+03,6.646000000000000227e+02
8.014472923189353423e+03,6.895000000000000000e+02
8.057058070712885637e+03,7.150000000000000000e+02
8.100197355323191005e+03,7.400000000000000000e+02
8.134388680115956049e+03,7.650000000000000000e+02
8.165719983779906215e+03,7.905000000000000000e+02
8.191741525679474762e+03,8.160000000000000000e+02
8.226807767363397943e+03,8.413000000000000682e+02
8.261787001444532507e+03,8.660000000000000000e+02
8.286360404610948535e+03,8.915999999999999091e+02
8.295350904704346249e+03,9.170000000000000000e+02
8.307787963865886923e+03,9.423999999999999773e+02
8.333474219784586239e+03,9.673000000000000682e+02
8.333895203515461617e+03,9.927000000000000455e+02
8.361713957615645995e+03,1.018000000000000000e+03
8.383432926946210500e+03,1.060000000000000000e+03
8.416166207451226001e+03,1.098000000000000000e+03
8.424196922628523680e+03,1.138000000000000000e+03
8.446119104445149787e+03,1.179000000000000000e+03
8.463044134041974758e+03,1.222000000000000000e+03
8.496692658385041796e+03,1.266000000000000000e+03
8.505864034209165766e+03,1.312000000000000000e+03
8.533766852524826390e+03,1.358000000000000000e+03
8.554857591199783201e+03,1.408000000000000000e+03
8.584795020783463769e+03,1.459000000000000000e+03
8.614443328543664393e+03,1.512000000000000000e+03
8.640787967441610817e+03,1.566000000000000000e+03
8.665583684420163991e+03,1.623000000000000000e+03
8.667671197483128708e+03,1.682000000000000000e+03
8.690151542135594354e+03,1.743000000000000000e+03
