# epsilon_R, wavelength
1.040523912028188613e+00,4.320000000000000000e+02
1.039950807736044203e+00,4.870000000000000000e+02
1.039549483841404331e+00,5.215000000000000000e+02
1.039123686434789251e+00,5.560000000000000000e+02
1.039028486430073173e+00,5.635000000000000000e+02
1.038706937932662333e+00,5.884000000000000909e+02
1.038369192519863704e+00,6.140000000000000000e+02
1.038034283807151015e+00,6.390000000000000000e+02
1.037687928404285476e+00,6.646000000000000227e+02
1.037349271418382735e+00,6.895000000000000000e+02
1.037002038764925027e+00,7.150000000000000000e+02
1.036662396800289709e+00,7.400000000000000000e+02
1.036324552855008907e+00,7.650000000000000000e+02
1.035982709880542529e+00,7.905000000000000000e+02
1.035644434925225399e+00,8.160000000000000000e+02
1.035312992462057435e+00,8.413000000000000682e+02
1.034993942556470925e+00,8.660000000000000000e+02
1.034668434628041478e+00,8.915999999999999091e+02
1.034351026403417917e+00,9.170000000000000000e+02
1.034039436903731124e+00,9.423999999999999773e+02
1.033739837663914862e+00,9.673000000000000682e+02
1.033440352337981816e+00,9.927000000000000455e+02
1.033148307240945307e+00,1.018000000000000000e+03
1.032677443732227474e+00,1.060000000000000000e+03
1.032266477292067108e+00,1.098000000000000000e+03
1.031849229082675734e+00,1.138000000000000000e+03
1.031437640476994932e+00,1.179000000000000000e+03
1.031023078507984581e+00,1.222000000000000000e+03
1.030616472525588190e+00,1.266000000000000000e+03
1.030209744019134233e+00,1.312000000000000000e+03
1.029821029978311042e+00,1.358000000000000000e+03
1.029418022268675514e+00,1.408000000000000000e+03
1.029026849813798439e+00,1.459000000000000000e+03
1.028640472705514730e+00,1.512000000000000000e+03
1.028266701182448672e+00,1.566000000000000000e+03
1.027892624436695934e+00,1.623000000000000000e+03
1.027526137152096730e+00,1.682000000000000000e+03
1.027167893252129094e+00,1.743000000000000000e+03
