# epsilon_R, wavelength
9.587192963767923182e-01,4.320000000000000000e+02
9.639523772411805469e-01,4.870000000000000000e+02
9.665681964363873613e-01,5.215000000000000000e+02
9.687982402422424810e-01,5.560000000000000000e+02
9.692397777631753808e-01,5.635000000000000000e+02
9.706090672677446518e-01,5.884000000000000909e+02
9.718784746275368480e-01,6.140000000000000000e+02
9.730007120286326971e-01,6.390000000000000000e+02
9.740451548183590713e-01,6.646000000000000227e+02
9.749719116622638238e-01,6.895000000000000000e+02
9.758408218177458959e-01,7.150000000000000000e+02
9.766229904614384116e-01,7.400000000000000000e+02
9.773438418834937691e-01,7.650000000000000000e+02
9.780227664158507306e-01,7.905000000000000000e+02
9.786507907559657271e-01,8.160000000000000000e+02
9.792287582405437840e-01,8.413000000000000682e+02
9.797539426072178204e-01,8.660000000000000000e+02
9.802614438133151475e-01,8.915999999999999091e+02
9.807314156687654272e-01,9.170000000000000000e+02
9.811710376938646005e-01,9.423999999999999773e+02
9.815751705055933973e-01,9.673000000000000682e+02
9.819624217742249916e-01,9.927000000000000455e+02
9.823251758154838420e-01,1.018000000000000000e+03
9.828817915351999446e-01,1.060000000000000000e+03
9.833417191461546469e-01,1.098000000000000000e+03
9.837864040883061989e-01,1.138000000000000000e+03
9.842050374847287619e-01,1.179000000000000000e+03
9.846083328967546455e-01,1.222000000000000000e+03
9.849874674457297363e-01,1.266000000000000000e+03
9.853517420911864777e-01,1.312000000000000000e+03
9.856869437070920892e-01,1.358000000000000000e+03
9.860220944013518007e-01,1.408000000000000000e+03
9.863361959815989399e-01,1.459000000000000000e+03
9.866363468053919172e-01,1.512000000000000000e+03
9.869177710097729594e-01,1.566000000000000000e+03
9.871911753785204136e-01,1.623000000000000000e+03
9.874515072795310155e-01,1.682000000000000000e+03
9.876991996252526551e-01,1.743000000000000000e+03
