# D_lambda, wavelength
8.154975304273670190e+03,4.320000000000000000e+02
8.154755014872838728e+03,4.870000000000000000e+02
8.123532466788652528e+03,5.215000000000000000e+02
8.105096342018280666e+03,5.560000000000000000e+02
8.100484783036931731e+03,5.635000000000000000e+02
8.089739109539695164e+03,5.884000000000000909e+02
8.072829892751043189e+03,6.140000000000000000e+02
8.059863564619407043e+03,6.390000000000000000e+02
8.044597611197245897e+03,6.646000000000000227e+02
8.036417918012461996e+03,6.895000000000000000e+02
8.024100750079976933e+03,7.150000000000000000e+02
8.012691983039999286e+03,7.400000000000000000e+02
8.003441865420457361e+03,7.650000000000000000e+02
7.995305471927505096e+03,7.905000000000000000e+02
7.988066112744940256e+03,8.160000000000000000e+02
7.976861056266382548e+03,8.413000000000000682e+02
7.967203457783455633e+03,8.660000000000000000e+02
7.960884874558926640e+03,8.915999999999999091e+02
7.957763422066444036e+03,9.170000000000000000e+02
7.952610653218172956e+03,9.423999999999999773e+02
7.946582980630778366e+03,9.673000000000000682e+02
7.947536806430010984e+03,9.927000000000000455e+02
7.941627031770593021e+03,1.018000000000000000e+03
7.932981210019951504e+03,1.060000000000000000e+03
7.927102990368473002e+03,1.098000000000000000e+03
7.923779370208272667e+03,1.138000000000000000e+03
7.919965530218564709e+03,1.179000000000000000e+03
7.917013836051256476e+03,1.222000000000000000e+03
7.912445894760810916e+03,1.266000000000000000e+03
7.909296005332411369e+03,1.312000000000000000e+03
7.902390182338958766e+03,1.358000000000000000e+03
7.895792065179874044e+03,1.408000000000000000e+03
7.889402344675278073e+03,1.459000000000000000e+03
7.874406627451313398e+03,1.512000000000000000e+03
7.864071202372979315e+03,1.566000000000000000e+03
7.856702670205439972e+03,1.623000000000000000e+03
7.857811014040927148e+03,1.682000000000000000e+03
7.843786193503010509e+03,1.743000000000000000e+03
