# D_lambda, wavelength
5.655755889711123018e+03,4.320000000000000000e+02
5.828531296940830543e+03,4.870000000000000000e+02
6.014910129545470227e+03,5.215000000000000000e+02
6.178525795741629736e+03,5.560000000000000000e+02
6.213653300582100201e+03,5.635000000000000000e+02
6.306621219248631860e+03,5.884000000000000909e+02
6.413956224492145338e+03,6.140000000000000000e+02
6.504800200887283609e+03,6.390000000000000000e+02
6.616132654471584829e+03,6.646000000000000227e+02
6.651363182584191236e+03,6.895000000000000000e+02
6.725144985796571746e+03,7.150000000000000000e+02
6.796926255394409054e+03,7.400000000000000000e+02
6.854373412974346138e+03,7.650000000000000000e+02
6.907288625110363682e+03,7.905000000000000000e+02
6.952821656687535324e+03,8.160000000000000000e+02
7.015651017995172879e+03,8.413000000000000682e+02
7.074891195830934521e+03,8.660000000000000000e+02
7.115071795549488343e+03,8.915999999999999091e+02
7.133721209964583068e+03,9.170000000000000000e+02
7.158799792717496530e+03,9.423999999999999773e+02
7.199480977744920892e+03,9.673000000000000682e+02
7.200815096425450065e+03,9.927000000000000455e+02
7.244422942636941116e+03,1.018000000000000000e+03
7.286547385434216267e+03,1.060000000000000000e+03
7.335528813400382205e+03,1.098000000000000000e+03
7.351992769884074733e+03,1.138000000000000000e+03
7.385105011100456977e+03,1.179000000000000000e+03
7.408410552439792809e+03,1.222000000000000000e+03
7.455656152559830844e+03,1.266000000000000000e+03
7.472872973489308606e+03,1.312000000000000000e+03
7.514698609755288089e+03,1.358000000000000000e+03
7.551875923735628930e+03,1.408000000000000000e+03
7.598035775087330876e+03,1.459000000000000000e+03
7.652859272417100328e+03,1.512000000000000000e+03
7.704264686065554088e+03,1.566000000000000000e+03
7.755965414621979107e+03,1.623000000000000000e+03
7.757562520543492610e+03,1.682000000000000000e+03
7.809614713854218280e+03,1.743000000000000000e+03
