# D_lambda, wavelength
7.802667369433469503e+03,4.320000000000000000e+02
7.852242563751720809e+03,4.870000000000000000e+02
7.848227501442872381e+03,5.215000000000000000e+02
7.852731256654977187e+03,5.560000000000000000e+02
7.852662555328238341e+03,5.635000000000000000e+02
7.855321659849257230e+03,5.884000000000000909e+02
7.851127275958380778e+03,6.140000000000000000e+02
7.849134003397150991e+03,6.390000000000000000e+02
7.844627711913521125e+03,6.646000000000000227e+02
7.844085570298920175e+03,6.895000000000000000e+02
7.839930865415456537e+03,7.150000000000000000e+02
7.835908493809773063e+03,7.400000000000000000e+02
7.833172519439935058e+03,7.650000000000000000e+02
7.831088977333422008e+03,7.905000000000000000e+02
7.829330695618530626e+03,8.160000000000000000e+02
7.823504920638546537e+03,8.413000000000000682e+02
7.818764808283584898e+03,8.660000000000000000e+02
7.816803848837094847e+03,8.915999999999999091e+02
7.817315335173824678e+03,9.170000000000000000e+02
7.815702418833448064e+03,9.423999999999999773e+02
7.813264366183791935e+03,9.673000000000000682e+02
7.816935485681852697e+03,9.927000000000000455e+02
7.814312781862619886e+03,1.018000000000000000e+03
7.810234093182266406e+03,1.060000000000000000e+03
7.808342206895524214e+03,1.098000000000000000e+03
7.808327347021859168e+03,1.138000000000000000e+03
7.807896295914940310e+03,1.179000000000000000e+03
7.808158295053768597e+03,1.222000000000000000e+03
7.806873605755049539e+03,1.266000000000000000e+03
7.806425025729590743e+03,1.312000000000000000e+03
7.802477955702102918e+03,1.358000000000000000e+03
7.798406517349531896e+03,1.408000000000000000e+03
7.794945781381179586e+03,1.459000000000000000e+03
7.782476767761781048e+03,1.512000000000000000e+03
7.774850832397261911e+03,1.566000000000000000e+03
7.769361772250515969e+03,1.623000000000000000e+03
7.772195601087883006e+03,1.682000000000000000e+03
7.760743966677696335e+03,1.743000000000000000e+03
