# epsilon_R, wavelength
1.038189308689635437e+00,4.320000000000000000e+02
1.037064262648135671e+00,4.870000000000000000e+02
1.036347672613900039e+00,5.215000000000000000e+02
1.035633388301818503e+00,5.560000000000000000e+02
1.035479101282754888e+00,5.635000000000000000e+02
1.034970669075665040e+00,5.884000000000000909e+02
1.034455473330353037e+00,6.140000000000000000e+02
1.033961242149671778e+00,6.390000000000000000e+02
1.033465480399447856e+00,6.646000000000000227e+02
1.032994200984044042e+00,6.895000000000000000e+02
1.032523409935948600e+00,7.150000000000000000e+02
1.032073943138123839e+00,7.400000000000000000e+02
1.031636737355651867e+00,7.650000000000000000e+02
1.031203572589787232e+00,7.905000000000000000e+02
1.030783357064395833e+00,8.160000000000000000e+02
1.030379175719418949e+00,8.413000000000000682e+02
1.029996690764170886e+00,8.660000000000000000e+02
1.029612700885090604e+00,8.915999999999999091e+02
1.029243972072351632e+00,9.170000000000000000e+02
1.028887172997155375e+00,9.423999999999999773e+02
1.028548678320524878e+00,9.673000000000000682e+02
1.028214569556853641e+00,9.927000000000000455e+02
1.027892665507393000e+00,1.018000000000000000e+03
1.027381338361573970e+00,1.060000000000000000e+03
1.026942354102323929e+00,1.098000000000000000e+03
1.026503191246230795e+00,1.138000000000000000e+03
1.026076067967552463e+00,1.179000000000000000e+03
1.025651630773420031e+00,1.222000000000000000e+03
1.025240669150171868e+00,1.266000000000000000e+03
1.024834595150569960e+00,1.312000000000000000e+03
1.024450963008003201e+00,1.358000000000000000e+03
1.024057605351675004e+00,1.408000000000000000e+03
1.023679870925926050e+00,1.459000000000000000e+03
1.023310529018954584e+00,1.512000000000000000e+03
1.022956643095865870e+00,1.566000000000000000e+03
1.022605683720610559e+00,1.623000000000000000e+03
1.022264840075169934e+00,1.682000000000000000e+03
1.021934417360711222e+00,1.743000000000000000e+03
