# epsilon_R, wavelength
8.027169597269950829e-01,4.320000000000000000e+02
8.332845566553129801e-01,4.870000000000000000e+02
8.480355485415507211e-01,5.215000000000000000e+02
8.603045279262235834e-01,5.560000000000000000e+02
8.626987905821474900e-01,5.635000000000000000e+02
8.700482288175006573e-01,5.884000000000000909e+02
8.767573370553906065e-01,6.140000000000000000e+02
8.826031959924909298e-01,6.390000000000000000e+02
8.879704500176663906e-01,6.646000000000000227e+02
8.926728206340577287e-01,6.895000000000000000e+02
8.970297084403704435e-01,7.150000000000000000e+02
9.009082200854681144e-01,7.400000000000000000e+02
9.044459473364619972e-01,7.650000000000000000e+02
9.077454833136342494e-01,7.905000000000000000e+02
9.107694971380702054e-01,8.160000000000000000e+02
9.135284792180210500e-01,8.413000000000000682e+02
9.160154846174537457e-01,8.660000000000000000e+02
9.184006075562847204e-01,8.915999999999999091e+02
9.205934224858894899e-01,9.170000000000000000e+02
9.226307486707967520e-01,9.423999999999999773e+02
9.244917646328323357e-01,9.673000000000000682e+02
9.262643956026469505e-01,9.927000000000000455e+02
9.279154420175533824e-01,1.018000000000000000e+03
9.304310735573015911e-01,1.060000000000000000e+03
9.324935150812166951e-01,1.098000000000000000e+03
9.344736863649725223e-01,1.138000000000000000e+03
9.363253751165939720e-01,1.179000000000000000e+03
9.380978104537146534e-01,1.222000000000000000e+03
9.397538820415743954e-01,1.266000000000000000e+03
9.413357848689184459e-01,1.312000000000000000e+03
9.427834476643476291e-01,1.358000000000000000e+03
9.442232685673129788e-01,1.408000000000000000e+03
9.455657734976495865e-01,1.459000000000000000e+03
9.468424531365994268e-01,1.512000000000000000e+03
9.480340042309350901e-01,1.566000000000000000e+03
9.491865500948371004e-01,1.623000000000000000e+03
9.502793877495402386e-01,1.682000000000000000e+03
9.513150224331201610e-01,1.743000000000000000e+03
