# Wavelength,Transit depth, Transit depth error
1.129898105436212,nan,nan
1.134594655783871,nan,nan
1.1392912061315301,1.156641807996255,0.017284463394102653
1.1439877564791892,1.207398604755185,0.017270826853295167
1.1486843068268482,1.2589266614300147,0.01777586704687726
1.1533807295021006,nan,nan
1.1580767073325935,nan,nan
1.162772178490787,1.2040760014771452,0.01731502868954401
1.1674674601490342,1.2003369969140787,0.017101652578896745
1.1721627418072813,1.228569427344452,0.017076580335042765
1.1768580234655286,1.2418838659066385,0.01726025524380701
1.1815533051237757,1.1826673077324066,0.01688018928221388
1.186248586782023,1.1729898532312604,0.016782761199737525
1.1909438684402702,1.1373451548481488,0.016258998284011603
1.195639209604798,1.1506514033197068,0.016772585265940887
1.2003346987298935,1.1529757132746894,0.016630826956055486
1.2050303052572815,1.1559799602010095,0.016440635151793344
1.2097259407326755,1.259189564012928,0.016628100839524533
1.2144215762080695,1.2307781730625897,0.016722507554692984
1.2191172116834639,1.2418619902579153,0.01665616949919433
1.2238128471588579,1.1752688148583434,0.016151701450269063
1.2285084826342518,nan,nan
1.2332041181096458,1.134100749830799,0.016611694776299743
1.2378997535850398,nan,nan
1.2425953890604338,1.1960555858725452,0.01643342540381572
1.2472910245358277,1.1742565986356974,0.016510080790682093
1.2519866600112222,1.2277686473466685,0.016465426035069952
1.2566822954866161,1.1397367956603663,0.015959786547684734
1.2613779309620101,1.1327989668656069,0.016144091599003783
1.266073566437404,1.2649573681306874,0.01671172493489404
1.270769201912798,1.1502271044746806,0.016666186864707118
1.275464837388192,nan,nan
1.280160472863586,1.072153762349707,0.01633420124891611
1.28485610833898,nan,nan
1.2895517438143742,1.2732901662316922,0.016793034947201746
1.2942473792897684,1.2122179235522745,0.016310853197283592
1.2989430147651624,1.149206622192541,0.01583618954570619
1.3036382670237976,nan,nan
1.3083324313315354,1.2431784050421872,0.01648713669753204
1.3130255693877557,nan,nan
1.3177185240280354,1.152264907013285,0.01618968049581105
1.3224122330496049,nan,nan
1.3271070365294388,1.2471181969239071,0.01652619539645149
1.331802318187686,1.1001464374840895,0.016120728380458228
1.3364975998459332,1.200801656040195,0.01646117252242351
1.3411928815041803,1.2351678023969586,0.016525877911832514
1.3458881631624275,1.1910314669210453,0.01635839123958257
1.3505834448206748,1.221633458849837,0.016509651359273778
1.355278726478922,1.1626695224860921,0.01627512708643128
1.3599740081371692,nan,nan
1.3646692897954162,1.1830292551369397,0.016567426240692712
1.3693645714536635,1.100489958763589,0.016256621835657528
1.3740598531119106,1.1842563290891595,0.016547582655237168
1.3787551347701579,nan,nan
1.3834504164284052,nan,nan
1.3881456980866522,1.1650108568257256,0.016971592291161255
1.3928409797448995,1.139092278625502,0.01686854527763043
1.3975362614031466,1.184322420748007,0.016549836289199947
1.4022315430613939,1.196516182330838,0.016798614829407164
1.406926824719641,1.0877842974516687,0.016534343269513675
1.4116221063778882,1.1068656111649802,0.016893760591226055
1.4163173880361355,1.214598811389649,0.017177934416137512
1.4210126696943828,1.2380085906486533,0.016643254073582872
1.4257079513526298,1.2411977175055398,0.016901684373988105
1.430403233010877,1.0877354807961335,0.01673329819439455
1.4350985146691242,1.1160007312608868,0.016732574427037218
1.4397937963273715,1.1657377764630645,0.01686665412918807
1.4444890779856188,1.1242754485182629,0.01645909974737937
1.4491843596438658,1.157712385215956,0.017063799105898614
1.453879641302113,nan,nan
1.4585749229603602,1.2139581060793139,0.01713074885147277
1.4632702046186075,1.188346185214552,0.01687126584316353
1.4679654862768545,1.1823509176027127,0.017452354173296686
1.4726607679351016,1.1833314742100234,0.017342028079763046
1.4773560495933489,1.1411948742684606,0.016986188526944834
1.4820513312515962,1.1720552055465954,0.01723086035199488
1.4867466129098434,1.1079072190959869,0.017135519244201695
1.4914418945680903,1.2530218308213006,0.01780308574692406
1.4961371762263376,nan,nan
1.5008324578845849,1.0909096602995523,0.017485924925792623
1.5055277395428321,1.087255926077481,0.017416181236505103
1.5102228910776705,1.2449816537830387,0.018380787553871382
1.5149176531123016,1.1481464284584701,0.017355287412668813
1.519612026516744,1.1671810343528042,0.017446877597587958
1.5243062706677968,nan,nan
1.5290005148188492,1.1154128589222438,0.017476645172918165
1.5336947589699017,1.203900183482889,0.01803829680911903
1.5383890031209546,1.1987252407303444,0.017832375532892027
1.543083247272007,1.142439528717187,0.017622368421761625
1.5477774914230595,1.1705463896924064,0.018008592530745736
1.5524717355741122,1.1345042241831154,0.017968979343892244
1.557165979725165,1.18645554853074,0.01827241742009926
1.5618602238762174,1.120942372844575,0.01797104491322119
1.56655446802727,1.127821994636773,0.018125126511426767
1.5712487121783225,1.0742272202799714,0.018054189186334814
1.575942956329375,1.101619593483855,0.01812419978516871
1.5806372004804277,1.1649820640219593,0.018467023408776616
1.5853314446314803,1.191585928162657,0.018585312357998103
1.5900256887825328,1.2191564673216304,0.018621733855749
1.5947199329335855,1.1345759817307772,0.018655784514662148
1.599414177084638,1.2498863501578814,0.018841070805956754
1.6041084212356906,1.1231004099260322,0.01858298005913781
1.608802665386743,nan,nan
1.6134969095377958,1.094622374042582,0.018526028639222376
1.6181911536888482,1.173819368047553,0.018897544773665426
1.622885397839901,1.113979767967695,0.018832219572659757
1.6275796419909534,1.1291116628499542,0.019050608417528307
1.632273886142006,1.1727983185883262,0.019050963062758504
1.6369681302930585,nan,nan
