tanslat=0,tanslat=10,tanslat=20,tanslat=30,tanslat=40,tanslat=50,tanslat=60,tanslat=70
1.0683187272833,1.0723837394142,1.075607551252,1.0761591920172,1.0761614591294,1.0761614591293,1.0761591920171,1.0761614591286
1.0671700423926,1.0711312675168,1.0742712766,1.0748076379142,1.0748098679888,1.0748098679884,1.0748076379131,1.0748098679855
1.0660412653811,1.0698985031932,1.0729537733212,1.0734740444064,1.0734762277136,1.0734762277134,1.0734740444059,1.0734762277123
1.0649028646792,1.0686471478421,1.071610030644,1.0721121209411,1.0721142618717,1.072114261872,1.0721121209417,1.0721142618737
1.0638576980517,1.0675002277743,1.0703795778417,1.0708647572353,1.0708668586139,1.0708668586136,1.0708647572343,1.0708668586109
1.0628605189503,1.0664206776976,1.0692342459319,1.0697081569707,1.0697102222636,1.069710222264,1.069708156972,1.0697102222672
1.0620956477966,1.065617422628,1.0684016605996,1.0688730533327,1.068875098272,1.0688750982719,1.0688730533323,1.0688750982708
1.0613380351439,1.0648229481067,1.067579574211,1.068049445365,1.068051458098,1.0680514580979,1.0680494453645,1.0680514580964
1.0604007514,1.0637961057687,1.0664810359254,1.0669362382674,1.066938227826,1.0669382278262,1.0669362382681,1.0669382278279
1.0597507819776,1.0631167388225,1.0657778169097,1.0662317534476,1.0662337092853,1.0662337092849,1.0662317534463,1.0662337092814
1.0588844320088,1.0621676884417,1.0647628530371,1.0652027301344,1.0652046540898,1.0652046540898,1.0652027301343,1.0652046540898
1.0578541677044,1.0610718586561,1.0636156170593,1.0640488589288,1.0640508284229,1.0640508284242,1.0640488589331,1.0640508284364
1.0568061787798,1.059898340088,1.0623384472488,1.0627463126782,1.0627481605929,1.0627481605927,1.0627463126774,1.0627481605904
1.0562465322284,1.0593317804037,1.0617667672772,1.0621795200602,1.0621813506221,1.0621813506224,1.0621795200612,1.0621813506253
1.055473460326,1.0585050930419,1.0608991400593,1.0613054670721,1.0613072695757,1.0613072695755,1.0613054670716,1.0613072695742
1.0546861917471,1.0576537792501,1.0599971593428,1.0603935011817,1.0603952758546,1.0603952758545,1.0603935011815,1.0603952758541
1.054008102734,1.0569323160884,1.0592417030884,1.059632402493,1.0596341535984,1.059634153599,1.0596324024949,1.0596341536046
1.0532782057525,1.0561468335599,1.0584107051319,1.0587934866009,1.0587952119582,1.0587952119579,1.0587934865999,1.058795211955
1.0523674376161,1.0551372572142,1.0573173041252,1.0576799197284,1.0576816125144,1.0576816125138,1.0576799197263,1.057681612507
1.0517893342732,1.0545397022331,1.0567067259347,1.0570688248355,1.057070497554,1.0570704975534,1.0570688248336,1.0570704975476
1.0510974539496,1.0538002893027,1.055931031752,1.056288519187,1.0562901670701,1.05629016707,1.0562885191866,1.0562901670692
1.0504002795722,1.0530496160104,1.055138523324,1.0554884808769,1.0554902536551,1.0554902536553,1.0554884808776,1.0554902536575
1.049672238968,1.0522594180297,1.0543000405139,1.0546387059261,1.0546403042525,1.0546403042528,1.0546387059273,1.0546403042568
1.0490127529863,1.0515501412992,1.0535510663801,1.0538791236592,1.0538806992126,1.053880699213,1.0538791236604,1.0538806992168
1.048293755171,1.0507681201394,1.0527180218585,1.0530350098878,1.0530365595149,1.0530365595137,1.053035009884,1.0530365595007
1.0476438439434,1.0500733729715,1.0519832437754,1.0522932931181,1.0522948195217,1.0522948195219,1.0522932931186,1.0522948195237
1.0469755330305,1.0493519311898,1.0512223323705,1.0515242693101,1.051525783336,1.0515257833357,1.0515242693088,1.0515257833311
1.0462889837254,1.0486103490896,1.0504337055625,1.0507265162753,1.0507279975426,1.050727997543,1.0507265162766,1.0507279975482
1.0457964067186,1.0480866838876,1.0498853633939,1.0501753328751,1.0501767958301,1.05017679583,1.0501753328748,1.0501767958288
1.045172174642,1.0474169087766,1.0491779108092,1.0494643394484,1.0494657793681,1.0494657793686,1.0494643394501,1.0494657793751
1.0445712000195,1.0467777268405,1.0485063796344,1.0487810559214,1.0487824787252,1.0487824787252,1.0487810559216,1.0487824787259
