tanslat=0,tanslat=10,tanslat=20,tanslat=30,tanslat=40,tanslat=50,tanslat=60,tanslat=70
1.1019887777172,1.1106408698336,1.1176537212377,1.1189184610464,1.1189221801124,1.1189221801126,1.118918461047,1.1189221801138
1.0998668263891,1.1080592185391,1.1146839002561,1.1158723092171,1.115875924438,1.1158759244378,1.1158723092164,1.1158759244366
1.0978438686238,1.105576611995,1.1118104644764,1.1129207309965,1.1129242399706,1.1129242399708,1.1129207309967,1.1129242399714
1.0964035141437,1.1038696519984,1.1098794124027,1.1109457858247,1.1109492258985,1.1109492258985,1.1109457858246,1.1109492258983
1.0944127881567,1.1014692233554,1.1071353254007,1.1081323064523,1.108135652212,1.1081356522122,1.108132306453,1.1081356522137
1.0924712870702,1.0991270582234,1.1044561109935,1.1053830659128,1.1053863175742,1.1053863175737,1.1053830659111,1.10538631757
1.0957796533098,1.1034043704703,1.1095447099543,1.1106484669861,1.1106518955067,1.1106518955068,1.1106484669865,1.1106518955076
1.0942427123963,1.1016609040818,1.1076384862021,1.1087149334679,1.1087182984115,1.1087182984115,1.108714933468,1.1087182984119
1.0922839706618,1.099248364943,1.104840344816,1.105835683125,1.1058389486176,1.1058389486177,1.1058356831252,1.1058389486183
1.09252698312,1.0997306368185,1.1055295236333,1.1065754894723,1.1065787803883,1.1065787803884,1.1065754894726,1.1065787803887
1.0899506314081,1.0965914087577,1.1019171257683,1.1028638837223,1.1028670575338,1.102867057534,1.1028638837226,1.1028670575347
1.0891497697479,1.0957210629161,1.1009934867251,1.1019332587357,1.101936397126,1.101936397126,1.1019332587359,1.1019363971265
1.0877916600303,1.0941480688624,1.0992423606504,1.1001476792018,1.1001507582595,1.1001507582596,1.1001476792021,1.1001507582603
1.0862452732539,1.092322895002,1.0971843161685,1.0980412880399,1.098044296758,1.0980442967579,1.0980412880398,1.0980442967576
1.0850723663773,1.0909988976096,1.0957381831679,1.0965722256409,1.096575184154,1.0965751841538,1.0965722256405,1.0965751841531
1.0842713685285,1.0901348354944,1.0948243266924,1.0956523577978,1.095655283145,1.0956552831452,1.0956523577987,1.095655283147
1.083107113084,1.0888197034849,1.093386356674,1.0941911198451,1.0941939975975,1.0941939975976,1.0941911198454,1.0941939975984
1.0820405774297,1.0876039826945,1.0920471899407,1.092827830741,1.0928306623144,1.0928306623147,1.0928278307419,1.0928306623166
1.0810677914599,1.0865140993487,1.0908614240432,1.0916243062901,1.091627095861,1.0916270958591,1.0916243062839,1.0916270958457
1.080042702864,1.0853586119562,1.089599880823,1.0903423506651,1.0903451055824,1.0903451055824,1.0903423506652,1.0903451055827
1.07833380993,1.0834447448302,1.0875187015258,1.0882293489319,1.088232026174,1.088232026174,1.0882293489317,1.0882320261734
1.0766398714421,1.0815554805191,1.0854701203087,1.0861504015264,1.0861530235335,1.0861530235335,1.0861504015264,1.0861530235334
1.0750398354747,1.0797696001145,1.0835318277919,1.0841827036174,1.0841852552463,1.0841852552464,1.0841827036177,1.0841852552471
1.073262238072,1.0777608558206,1.0813325379221,1.0819437835176,1.0819462506874,1.0819462506896,1.0819437835247,1.0819462507066
1.0722222322023,1.0766732601845,1.0802102529548,1.0808205040963,1.0808229389136,1.0808229389138,1.0808205040969,1.0808229389154
1.0708607325204,1.075177187061,1.0786049718822,1.0791950949624,1.0791974579706,1.0791974579704,1.079195094962,1.0791974579694
1.0695532938467,1.073737906137,1.0770585955746,1.0776283890326,1.0776307150119,1.0776307150122,1.0776283890333,1.0776307150143
